"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264"
"a.23",0,0,0,0,0,10,27,22,0,0,0,0,0,0,0,0,15,75,59,0,0,0,0,0,0,0,0,12,54,42,0,0,0,0,0,0,0,0,11,32,25,0,0,0,0,0,0,0,0,11,28,24,0,0,0,0,0,0,0,0,9,28,24,0,0,0,0,0,0,0,0,15,55,41,0,0,0,0,0,0,0,0,15,75,60,0,0,0,0,0,0,0,0,15,66,48,0,0,0,0,0,0,0,0,11,46,35,0,0,0,0,0,0,0,0,11,38,28,0,0,0,0,0,0,0,0,10,43,33,0,0,0,0,0,0,0,0,12,39,30,0,0,0,0,0,0,0,0,10,32,22,0,0,0,0,0,0,0,0,10,32,24,0,0,0,0,0,0,0,0,11,34,27,0,0,0,0,0,0,0,0,11,35,24,0,0,0,0,0,0,0,0,11,36,26,0,0,0,0,0,0,0,0,11,31,23,0,0,0,0,0,0,0,0,7,27,20,0,0,0,0,0,0,0,0,13,27,21,0,0,0,0,0,0,0,0,10,28,20,0,0,0,0,0,0,0,0,10,27,19,0,0,0,0,0,0,0,0,11,35,23,0,0,0
"a.24",0,11,21,38,13,11,0,0,0,0,0,0,11,36,80,19,8,0,0,0,0,0,0,13,32,78,19,13,0,0,0,0,0,0,16,91,370,77,13,0,0,0,0,0,0,14,75,318,64,13,0,0,0,0,0,0,12,42,180,38,9,0,0,0,0,0,0,12,32,125,33,12,0,0,0,0,0,0,9,25,95,23,10,0,0,0,0,0,0,11,23,83,25,11,0,0,0,0,0,0,12,21,75,27,11,0,0,0,0,0,0,8,19,66,22,11,0,0,0,0,0,0,9,20,61,24,11,0,0,0,0,0,0,12,20,68,28,10,0,0,0,0,0,0,7,19,58,24,11,0,0,0,0,0,0,11,16,50,26,13,0,0,0,0,0,0,11,14,43,21,9,0,0,0,0,0,0,12,18,66,46,13,0,0,0,0,0,0,8,14,68,46,10,0,0,0,0,0,0,11,17,50,34,13,0,0,0,0,0,0,10,13,48,37,12,0,0,0,0,0,0,9,17,57,55,13,0,0,0,0,0,0,8,15,70,84,15,0,0,0,0,0,0,11,14,61,78,16,0,0,0,0,0,0,12,13,47,54,14,0,0,0,0,0
"a.25",0,0,0,12,23,33,11,0,0,0,0,0,0,0,17,81,214,37,0,0,0,0,0,0,0,11,74,220,32,0,0,0,0,0,0,0,11,41,110,20,0,0,0,0,0,0,0,9,29,69,16,0,0,0,0,0,0,0,9,26,64,15,0,0,0,0,0,0,0,10,22,49,16,0,0,0,0,0,0,0,10,23,56,17,0,0,0,0,0,0,0,11,18,58,16,0,0,0,0,0,0,0,9,20,50,15,0,0,0,0,0,0,0,8,18,40,13,0,0,0,0,0,0,0,10,17,38,17,0,0,0,0,0,0,0,9,17,46,19,0,0,0,0,0,0,0,9,18,50,19,0,0,0,0,0,0,0,9,19,78,32,0,0,0,0,0,0,0,8,20,88,36,0,0,0,0,0,0,0,9,17,69,29,0,0,0,0,0,0,0,10,15,62,29,0,0,0,0,0,0,0,10,14,53,26,0,0,0,0,0,0,0,8,16,56,35,0,0,0,0,0,0,0,9,15,55,33,0,0,0,0,0,0,0,10,14,46,31,0,0,0,0,0,0,0,9,12,40,29,0,0,0,0,0,0,0,10,12,34,22,0,0,0,0
"a.26",0,0,10,10,11,8,0,0,0,0,0,0,0,13,23,50,18,0,0,0,0,0,0,0,11,31,83,19,0,0,0,0,0,0,0,11,21,52,12,0,0,0,0,0,0,0,10,17,32,12,0,0,0,0,0,0,0,9,17,30,13,0,0,0,0,0,0,0,12,21,37,12,0,0,0,0,0,0,0,9,19,30,12,0,0,0,0,0,0,0,10,17,27,10,0,0,0,0,0,0,0,9,17,25,11,0,0,0,0,0,0,0,11,27,37,11,0,0,0,0,0,0,0,17,121,128,18,0,0,0,0,0,0,0,15,79,82,14,0,0,0,0,0,0,0,12,49,51,13,0,0,0,0,0,0,0,11,45,46,13,0,0,0,0,0,0,0,12,55,51,13,0,0,0,0,0,0,0,13,47,46,14,0,0,0,0,0,0,0,12,38,36,11,0,0,0,0,0,0,0,12,47,40,15,0,0,0,0,0,0,0,15,73,51,11,0,0,0,0,0,0,0,12,49,36,10,0,0,0,0,0,0,0,10,33,28,9,0,0,0,0,0,0,0,12,37,29,11,0,0,0,0,0,0,0,13,55,33,11,0,0,0,0,0
"a.27",0,9,8,10,12,0,0,0,0,0,0,0,12,14,17,11,0,0,0,0,0,0,0,11,25,56,15,0,0,0,0,0,0,0,9,24,66,14,0,0,0,0,0,0,0,11,23,51,12,0,0,0,0,0,0,0,11,17,39,13,0,0,0,0,0,0,0,11,30,60,15,0,0,0,0,0,0,0,16,97,177,25,0,0,0,0,0,0,0,14,116,210,20,0,0,0,0,0,0,0,12,74,125,16,0,0,0,0,0,0,0,12,63,98,15,0,0,0,0,0,0,0,10,64,95,15,0,0,0,0,0,0,0,13,54,80,14,0,0,0,0,0,0,0,11,44,62,13,0,0,0,0,0,0,0,12,37,46,12,0,0,0,0,0,0,0,10,35,46,13,0,0,0,0,0,0,0,10,36,41,11,0,0,0,0,0,0,0,11,38,40,13,0,0,0,0,0,0,0,10,35,39,10,0,0,0,0,0,0,0,8,31,31,11,0,0,0,0,0,0,0,10,27,27,11,0,0,0,0,0,0,0,13,40,34,13,0,0,0,0,0,0,0,12,46,37,12,0,0,0,0,0,0,0,12,47,49,14,0,0,0,0,0,0
"a.28",0,0,0,0,7,9,10,7,0,0,0,0,0,0,0,9,18,26,13,0,0,0,0,0,0,0,12,41,83,16,0,0,0,0,0,0,0,10,44,85,14,0,0,0,0,0,0,0,11,33,57,14,0,0,0,0,0,0,0,10,27,41,12,0,0,0,0,0,0,0,10,23,36,11,0,0,0,0,0,0,0,11,31,47,13,0,0,0,0,0,0,0,13,35,52,15,0,0,0,0,0,0,0,11,35,49,15,0,0,0,0,0,0,0,12,27,37,11,0,0,0,0,0,0,0,13,24,32,11,0,0,0,0,0,0,0,10,24,30,10,0,0,0,0,0,0,0,10,30,37,11,0,0,0,0,0,0,0,9,27,35,10,0,0,0,0,0,0,0,10,25,28,10,0,0,0,0,0,0,0,10,23,28,10,0,0,0,0,0,0,0,12,46,47,11,0,0,0,0,0,0,0,11,71,67,13,0,0,0,0,0,0,0,10,44,46,10,0,0,0,0,0,0,0,10,32,32,9,0,0,0,0,0,0,0,7,27,28,9,0,0,0,0,0,0,0,11,25,28,10,0,0,0,0,0,0,0,11,31,27,11,0,0,0
"a.29",0,0,0,0,10,10,9,9,0,0,0,0,0,0,0,9,10,11,8,0,0,0,0,0,0,0,10,11,7,9,0,0,0,0,0,0,0,9,10,9,10,0,0,0,0,0,0,0,8,11,9,9,0,0,0,0,0,0,0,9,9,12,8,0,0,0,0,0,0,0,9,11,10,9,0,0,0,0,0,0,0,10,13,14,8,0,0,0,0,0,0,0,9,18,20,9,0,0,0,0,0,0,0,12,38,37,11,0,0,0,0,0,0,0,12,32,35,13,0,0,0,0,0,0,0,9,30,36,9,0,0,0,0,0,0,0,9,22,24,9,0,0,0,0,0,0,0,9,18,20,10,0,0,0,0,0,0,0,11,18,18,12,0,0,0,0,0,0,0,11,18,21,11,0,0,0,0,0,0,0,15,95,114,20,0,0,0,0,0,0,0,17,139,180,20,0,0,0,0,0,0,0,12,78,96,14,0,0,0,0,0,0,0,12,46,56,12,0,0,0,0,0,0,0,11,36,44,13,0,0,0,0,0,0,0,12,58,71,13,0,0,0,0,0,0,0,14,52,69,14,0,0,0,0,0,0,0,12,40,49,11,0,0,0
"a.30",0,0,0,0,11,12,10,0,0,0,0,0,0,0,0,41,91,18,0,0,0,0,0,0,0,0,61,143,23,0,0,0,0,0,0,0,0,42,98,16,0,0,0,0,0,0,0,0,26,58,11,0,0,0,0,0,0,0,0,24,45,13,0,0,0,0,0,0,0,0,22,41,10,0,0,0,0,0,0,0,0,18,33,10,0,0,0,0,0,0,0,0,20,29,10,0,0,0,0,0,0,0,0,22,43,11,0,0,0,0,0,0,0,0,24,46,8,0,0,0,0,0,0,0,0,24,50,9,0,0,0,0,0,0,0,0,24,41,8,0,0,0,0,0,0,0,0,20,35,9,0,0,0,0,0,0,0,0,18,28,10,0,0,0,0,0,0,0,0,22,31,10,0,0,0,0,0,0,0,0,22,33,10,0,0,0,0,0,0,0,0,21,30,13,0,0,0,0,0,0,0,0,22,29,10,0,0,0,0,0,0,0,0,18,27,11,0,0,0,0,0,0,0,0,21,25,12,0,0,0,0,0,0,0,0,23,29,12,0,0,0,0,0,0,0,0,26,32,12,0,0,0,0,0,0,0,0,26,32,10,0,0,0,0
"a.31",12,22,65,32,13,0,0,0,0,0,0,17,140,867,319,36,0,0,0,0,0,0,12,87,683,228,14,0,0,0,0,0,0,8,47,347,119,11,0,0,0,0,0,0,9,31,205,70,13,0,0,0,0,0,0,8,26,153,55,8,0,0,0,0,0,0,8,23,141,55,10,0,0,0,0,0,0,7,27,196,99,10,0,0,0,0,0,0,10,20,169,82,12,0,0,0,0,0,0,11,22,136,62,12,0,0,0,0,0,0,11,20,116,56,12,0,0,0,0,0,0,11,19,110,56,12,0,0,0,0,0,0,8,19,106,59,12,0,0,0,0,0,0,9,18,102,63,12,0,0,0,0,0,0,12,22,128,98,16,0,0,0,0,0,0,11,17,137,118,16,0,0,0,0,0,0,11,18,110,90,16,0,0,0,0,0,0,9,16,83,62,12,0,0,0,0,0,0,12,16,71,50,13,0,0,0,0,0,0,10,14,66,47,14,0,0,0,0,0,0,12,14,66,51,13,0,0,0,0,0,0,10,16,57,47,13,0,0,0,0,0,0,12,14,52,41,13,0,0,0,0,0,0,10,14,51,36,10,0,0,0,0,0,0
"a.32",0,0,0,17,47,23,11,10,0,0,0,0,0,0,32,148,47,10,12,0,0,0,0,0,0,19,94,36,10,8,0,0,0,0,0,0,17,63,33,9,10,0,0,0,0,0,0,14,44,25,15,10,0,0,0,0,0,0,12,35,20,8,6,0,0,0,0,0,0,14,43,37,11,13,0,0,0,0,0,0,14,71,92,18,10,0,0,0,0,0,0,14,66,92,15,10,0,0,0,0,0,0,12,56,86,20,10,0,0,0,0,0,0,13,57,107,24,11,0,0,0,0,0,0,10,39,70,17,11,0,0,0,0,0,0,12,33,46,18,8,0,0,0,0,0,0,11,27,36,12,9,0,0,0,0,0,0,10,27,37,14,11,0,0,0,0,0,0,11,24,39,16,12,0,0,0,0,0,0,10,26,54,25,11,0,0,0,0,0,0,10,31,102,52,12,0,0,0,0,0,0,10,28,114,59,12,0,0,0,0,0,0,10,24,85,50,13,0,0,0,0,0,0,10,23,63,41,10,0,0,0,0,0,0,10,25,108,125,16,0,0,0,0,0,0,10,19,96,118,22,0,0,0,0,0,0,10,20,59,64,13,0,0,0
"a.33",0,0,12,27,36,9,9,0,0,0,0,0,0,12,54,78,13,11,0,0,0,0,0,0,13,35,47,12,7,0,0,0,0,0,0,9,29,45,10,14,0,0,0,0,0,0,12,27,53,13,11,0,0,0,0,0,0,12,21,43,13,9,0,0,0,0,0,0,9,19,31,9,11,0,0,0,0,0,0,12,21,45,11,10,0,0,0,0,0,0,10,23,62,16,9,0,0,0,0,0,0,10,20,49,15,10,0,0,0,0,0,0,10,17,34,12,10,0,0,0,0,0,0,12,21,49,14,14,0,0,0,0,0,0,14,36,190,44,15,0,0,0,0,0,0,16,29,165,56,16,0,0,0,0,0,0,12,24,115,45,14,0,0,0,0,0,0,9,17,80,30,13,0,0,0,0,0,0,10,19,71,27,10,0,0,0,0,0,0,12,17,79,37,11,0,0,0,0,0,0,11,20,67,35,13,0,0,0,0,0,0,12,17,59,31,11,0,0,0,0,0,0,10,16,74,40,11,0,0,0,0,0,0,11,17,80,59,11,0,0,0,0,0,0,9,14,63,52,14,0,0,0,0,0,0,9,14,52,45,11,0,0,0,0
"a.34",0,0,0,0,0,14,80,161,26,0,0,0,0,0,0,0,16,106,211,24,0,0,0,0,0,0,0,10,69,161,22,0,0,0,0,0,0,0,13,42,98,15,0,0,0,0,0,0,0,10,29,69,16,0,0,0,0,0,0,0,12,29,59,14,0,0,0,0,0,0,0,9,25,55,14,0,0,0,0,0,0,0,11,20,47,16,0,0,0,0,0,0,0,12,23,57,17,0,0,0,0,0,0,0,9,26,84,24,0,0,0,0,0,0,0,8,19,58,19,0,0,0,0,0,0,0,8,19,48,17,0,0,0,0,0,0,0,9,17,46,20,0,0,0,0,0,0,0,10,21,62,30,0,0,0,0,0,0,0,11,23,82,35,0,0,0,0,0,0,0,9,20,56,23,0,0,0,0,0,0,0,10,15,39,20,0,0,0,0,0,0,0,9,14,34,17,0,0,0,0,0,0,0,10,16,28,16,0,0,0,0,0,0,0,11,15,26,14,0,0,0,0,0,0,0,10,13,23,12,0,0,0,0,0,0,0,8,14,23,13,0,0,0,0,0,0,0,10,12,21,12,0,0,0,0,0,0,0,10,14,21,13,0,0
"a.35",0,0,0,0,0,0,15,19,10,0,0,0,0,0,0,0,0,30,45,12,0,0,0,0,0,0,0,0,22,32,11,0,0,0,0,0,0,0,0,18,28,11,0,0,0,0,0,0,0,0,15,30,10,0,0,0,0,0,0,0,0,18,35,11,0,0,0,0,0,0,0,0,17,38,12,0,0,0,0,0,0,0,0,17,33,12,0,0,0,0,0,0,0,0,16,26,10,0,0,0,0,0,0,0,0,12,22,12,0,0,0,0,0,0,0,0,14,25,12,0,0,0,0,0,0,0,0,14,27,12,0,0,0,0,0,0,0,0,17,56,21,0,0,0,0,0,0,0,0,17,57,23,0,0,0,0,0,0,0,0,15,44,18,0,0,0,0,0,0,0,0,15,45,21,0,0,0,0,0,0,0,0,14,38,16,0,0,0,0,0,0,0,0,13,27,15,0,0,0,0,0,0,0,0,14,24,14,0,0,0,0,0,0,0,0,12,29,15,0,0,0,0,0,0,0,0,16,39,26,0,0,0,0,0,0,0,0,13,42,27,0,0,0,0,0,0,0,0,16,42,30,0,0,0,0,0,0,0,0,13,46,34,0,0
"a.36",0,0,0,0,0,14,34,24,11,0,0,0,0,0,0,0,23,155,80,13,0,0,0,0,0,0,0,17,105,56,11,0,0,0,0,0,0,0,13,57,33,11,0,0,0,0,0,0,0,13,43,27,11,0,0,0,0,0,0,0,11,45,31,10,0,0,0,0,0,0,0,11,35,25,10,0,0,0,0,0,0,0,16,57,43,11,0,0,0,0,0,0,0,14,59,48,11,0,0,0,0,0,0,0,11,44,32,9,0,0,0,0,0,0,0,13,35,29,10,0,0,0,0,0,0,0,10,30,24,11,0,0,0,0,0,0,0,13,39,35,8,0,0,0,0,0,0,0,13,44,42,12,0,0,0,0,0,0,0,11,36,35,12,0,0,0,0,0,0,0,13,38,36,13,0,0,0,0,0,0,0,13,38,40,9,0,0,0,0,0,0,0,14,48,49,13,0,0,0,0,0,0,0,21,164,190,24,0,0,0,0,0,0,0,16,133,160,18,0,0,0,0,0,0,0,10,77,90,12,0,0,0,0,0,0,0,12,58,66,14,0,0,0,0,0,0,0,13,47,57,12,0,0,0,0,0,0,0,13,40,50,11,0,0
"a.37",0,0,0,0,0,10,9,11,8,0,0,0,0,0,0,0,16,24,10,11,0,0,0,0,0,0,0,19,33,10,9,0,0,0,0,0,0,0,20,33,12,9,0,0,0,0,0,0,0,33,97,22,12,0,0,0,0,0,0,0,28,87,18,7,0,0,0,0,0,0,0,23,67,19,10,0,0,0,0,0,0,0,19,48,14,10,0,0,0,0,0,0,0,17,45,15,10,0,0,0,0,0,0,0,18,54,16,10,0,0,0,0,0,0,0,28,104,32,12,0,0,0,0,0,0,0,49,274,84,14,0,0,0,0,0,0,0,37,252,81,13,0,0,0,0,0,0,0,26,150,50,12,0,0,0,0,0,0,0,20,102,36,13,0,0,0,0,0,0,0,20,82,31,9,0,0,0,0,0,0,0,17,65,24,10,0,0,0,0,0,0,0,22,105,58,16,0,0,0,0,0,0,0,40,329,206,23,0,0,0,0,0,0,0,24,237,143,16,0,0,0,0,0,0,0,20,126,75,14,0,0,0,0,0,0,0,18,87,51,12,0,0,0,0,0,0,0,16,70,42,13,0,0,0,0,0,0,0,16,63,43,11,0,0
"a.38",0,0,10,10,9,0,0,0,0,0,0,0,0,38,58,14,0,0,0,0,0,0,0,0,35,57,13,0,0,0,0,0,0,0,0,22,39,11,0,0,0,0,0,0,0,0,20,32,12,0,0,0,0,0,0,0,0,19,40,13,0,0,0,0,0,0,0,0,18,36,11,0,0,0,0,0,0,0,0,15,36,10,0,0,0,0,0,0,0,0,21,52,18,0,0,0,0,0,0,0,0,21,69,18,0,0,0,0,0,0,0,0,21,62,17,0,0,0,0,0,0,0,0,18,52,18,0,0,0,0,0,0,0,0,19,53,19,0,0,0,0,0,0,0,0,21,52,20,0,0,0,0,0,0,0,0,14,41,17,0,0,0,0,0,0,0,0,16,35,17,0,0,0,0,0,0,0,0,15,34,15,0,0,0,0,0,0,0,0,15,33,17,0,0,0,0,0,0,0,0,15,37,21,0,0,0,0,0,0,0,0,13,35,19,0,0,0,0,0,0,0,0,14,40,22,0,0,0,0,0,0,0,0,14,41,23,0,0,0,0,0,0,0,0,12,43,27,0,0,0,0,0,0,0,0,18,75,52,0,0,0,0,0,0
"a.39",9,0,0,8,10,11,0,0,0,0,0,11,0,0,31,39,12,0,0,0,0,0,7,0,0,47,59,13,0,0,0,0,0,9,0,0,53,70,16,0,0,0,0,0,9,0,0,43,84,15,0,0,0,0,0,9,0,0,33,71,17,0,0,0,0,0,9,0,0,33,75,19,0,0,0,0,0,9,0,0,68,273,58,0,0,0,0,0,8,0,0,65,288,63,0,0,0,0,0,9,0,0,45,189,43,0,0,0,0,0,10,0,0,31,119,29,0,0,0,0,0,10,0,0,24,84,24,0,0,0,0,0,9,0,0,23,67,25,0,0,0,0,0,10,0,0,22,62,23,0,0,0,0,0,12,0,0,20,55,23,0,0,0,0,0,16,0,0,17,46,16,0,0,0,0,0,11,0,0,17,41,16,0,0,0,0,0,18,0,0,16,37,14,0,0,0,0,0,16,0,0,15,34,14,0,0,0,0,0,19,0,0,15,31,15,0,0,0,0,0,28,0,0,15,29,13,0,0,0,0,0,29,0,0,15,28,12,0,0,0,0,0,21,0,0,16,25,13,0,0,0,0,0,15,0,0,14,24,12,0,0,0,0,0
"a.40",0,9,9,10,8,0,0,0,0,0,0,0,27,84,25,11,0,0,0,0,0,0,0,23,79,18,11,0,0,0,0,0,0,0,15,49,15,10,0,0,0,0,0,0,0,14,41,15,9,0,0,0,0,0,0,0,24,116,48,12,0,0,0,0,0,0,0,19,109,45,12,0,0,0,0,0,0,0,15,61,24,9,0,0,0,0,0,0,0,10,45,19,7,0,0,0,0,0,0,0,14,58,27,11,0,0,0,0,0,0,0,14,71,41,13,0,0,0,0,0,0,0,14,58,33,12,0,0,0,0,0,0,0,13,46,27,11,0,0,0,0,0,0,0,11,38,25,9,0,0,0,0,0,0,0,12,36,27,12,0,0,0,0,0,0,0,14,57,47,13,0,0,0,0,0,0,0,12,45,38,11,0,0,0,0,0,0,0,13,47,43,13,0,0,0,0,0,0,0,16,92,113,18,0,0,0,0,0,0,0,13,82,98,15,0,0,0,0,0,0,0,11,53,61,13,0,0,0,0,0,0,0,10,38,44,12,0,0,0,0,0,0,0,12,32,36,12,0,0,0,0,0,0,0,9,31,35,11,0,0,0,0,0,0
"a.41",0,0,0,17,90,73,15,10,0,0,0,0,0,0,15,126,97,12,11,0,0,0,0,0,0,12,64,54,11,7,0,0,0,0,0,0,12,51,60,13,10,0,0,0,0,0,0,12,40,51,12,9,0,0,0,0,0,0,10,29,36,9,12,0,0,0,0,0,0,9,25,28,10,9,0,0,0,0,0,0,11,25,38,15,11,0,0,0,0,0,0,9,27,56,18,9,0,0,0,0,0,0,10,25,55,18,10,0,0,0,0,0,0,9,23,55,19,10,0,0,0,0,0,0,11,18,38,16,8,0,0,0,0,0,0,11,18,30,15,9,0,0,0,0,0,0,8,17,36,20,10,0,0,0,0,0,0,9,17,45,31,10,0,0,0,0,0,0,11,14,36,28,9,0,0,0,0,0,0,11,15,28,20,11,0,0,0,0,0,0,10,17,28,25,11,0,0,0,0,0,0,11,15,31,40,13,0,0,0,0,0,0,13,14,32,45,14,0,0,0,0,0,0,8,13,27,35,11,0,0,0,0,0,0,9,13,24,31,10,0,0,0,0,0,0,9,13,21,25,12,0,0,0,0,0,0,9,12,20,30,12,0,0,0
"a.42",0,9,8,9,9,0,0,0,0,0,0,0,12,34,78,18,0,0,0,0,0,0,0,10,37,85,16,0,0,0,0,0,0,0,9,25,51,13,0,0,0,0,0,0,0,10,22,45,11,0,0,0,0,0,0,0,11,30,65,14,0,0,0,0,0,0,0,10,26,46,13,0,0,0,0,0,0,0,13,61,111,20,0,0,0,0,0,0,0,13,72,135,20,0,0,0,0,0,0,0,10,48,85,14,0,0,0,0,0,0,0,11,28,53,11,0,0,0,0,0,0,0,11,27,41,12,0,0,0,0,0,0,0,11,27,40,14,0,0,0,0,0,0,0,11,35,52,12,0,0,0,0,0,0,0,19,119,165,23,0,0,0,0,0,0,0,13,108,148,18,0,0,0,0,0,0,0,11,62,85,15,0,0,0,0,0,0,0,11,56,72,14,0,0,0,0,0,0,0,11,52,67,14,0,0,0,0,0,0,0,12,48,60,12,0,0,0,0,0,0,0,14,77,83,15,0,0,0,0,0,0,0,15,103,101,16,0,0,0,0,0,0,0,16,103,99,17,0,0,0,0,0,0,0,13,72,74,13,0,0,0,0,0,0
"a.43",0,0,0,0,0,0,9,29,24,9,9,0,0,0,0,0,0,18,76,51,14,11,0,0,0,0,0,0,12,53,47,11,7,0,0,0,0,0,0,8,35,39,11,9,0,0,0,0,0,0,12,27,29,10,10,0,0,0,0,0,0,10,21,26,13,9,0,0,0,0,0,0,10,21,27,11,9,0,0,0,0,0,0,11,21,32,14,10,0,0,0,0,0,0,9,19,37,14,10,0,0,0,0,0,0,10,20,38,16,10,0,0,0,0,0,0,10,21,48,22,10,0,0,0,0,0,0,10,18,48,23,11,0,0,0,0,0,0,12,19,65,35,12,0,0,0,0,0,0,11,18,51,30,12,0,0,0,0,0,0,10,17,40,23,11,0,0,0,0,0,0,12,14,32,25,9,0,0,0,0,0,0,8,16,33,27,13,0,0,0,0,0,0,9,12,31,25,8,0,0,0,0,0,0,11,11,34,43,13,0,0,0,0,0,0,8,12,30,41,11,0,0,0,0,0,0,7,12,25,34,11,0,0,0,0,0,0,8,12,23,32,10,0,0,0,0,0,0,8,13,22,27,12,0,0,0,0,0,0,10,10,19,32,15
"a.44",0,0,0,0,15,27,34,13,0,0,0,0,0,0,0,12,37,50,14,0,0,0,0,0,0,0,10,23,29,10,0,0,0,0,0,0,0,10,22,23,10,0,0,0,0,0,0,0,9,20,22,8,0,0,0,0,0,0,0,10,22,26,12,0,0,0,0,0,0,0,10,41,48,12,0,0,0,0,0,0,0,11,38,47,11,0,0,0,0,0,0,0,12,35,36,14,0,0,0,0,0,0,0,12,38,41,10,0,0,0,0,0,0,0,13,53,58,15,0,0,0,0,0,0,0,12,41,48,13,0,0,0,0,0,0,0,11,36,33,14,0,0,0,0,0,0,0,13,29,32,11,0,0,0,0,0,0,0,12,35,33,10,0,0,0,0,0,0,0,24,154,142,21,0,0,0,0,0,0,0,35,316,375,46,0,0,0,0,0,0,0,34,415,542,52,0,0,0,0,0,0,0,21,253,330,31,0,0,0,0,0,0,0,20,149,184,21,0,0,0,0,0,0,0,16,106,126,18,0,0,0,0,0,0,0,13,89,100,17,0,0,0,0,0,0,0,16,79,88,17,0,0,0,0,0,0,0,13,74,77,14,0,0,0
"a.45",0,0,0,0,0,0,8,10,9,0,0,0,0,0,0,0,0,13,14,10,0,0,0,0,0,0,0,0,11,15,11,0,0,0,0,0,0,0,0,11,15,9,0,0,0,0,0,0,0,0,11,13,11,0,0,0,0,0,0,0,0,16,36,13,0,0,0,0,0,0,0,0,20,60,16,0,0,0,0,0,0,0,0,17,47,14,0,0,0,0,0,0,0,0,15,31,12,0,0,0,0,0,0,0,0,15,33,17,0,0,0,0,0,0,0,0,23,86,22,0,0,0,0,0,0,0,0,44,212,47,0,0,0,0,0,0,0,0,27,125,29,0,0,0,0,0,0,0,0,19,67,21,0,0,0,0,0,0,0,0,17,56,20,0,0,0,0,0,0,0,0,17,67,21,0,0,0,0,0,0,0,0,18,77,25,0,0,0,0,0,0,0,0,16,51,18,0,0,0,0,0,0,0,0,17,42,19,0,0,0,0,0,0,0,0,15,61,21,0,0,0,0,0,0,0,0,17,64,24,0,0,0,0,0,0,0,0,16,46,20,0,0,0,0,0,0,0,0,14,35,20,0,0,0,0,0,0,0,0,13,41,18,0,0
"a.46",0,0,8,11,12,10,10,0,0,0,0,0,0,19,128,133,19,8,0,0,0,0,0,0,20,210,173,17,7,0,0,0,0,0,0,15,125,103,14,7,0,0,0,0,0,0,11,73,66,11,8,0,0,0,0,0,0,11,56,59,13,7,0,0,0,0,0,0,10,46,67,16,12,0,0,0,0,0,0,11,43,65,19,9,0,0,0,0,0,0,9,37,53,15,7,0,0,0,0,0,0,11,32,44,15,8,0,0,0,0,0,0,9,31,42,17,8,0,0,0,0,0,0,8,26,50,21,10,0,0,0,0,0,0,9,27,54,28,9,0,0,0,0,0,0,8,22,48,25,12,0,0,0,0,0,0,9,22,38,21,11,0,0,0,0,0,0,9,21,34,25,9,0,0,0,0,0,0,10,21,33,28,11,0,0,0,0,0,0,11,16,37,30,12,0,0,0,0,0,0,12,42,120,73,16,0,0,0,0,0,0,12,44,142,83,16,0,0,0,0,0,0,9,30,84,63,16,0,0,0,0,0,0,10,22,54,44,14,0,0,0,0,0,0,9,20,42,38,13,0,0,0,0,0,0,10,19,37,37,14,0,0,0,0
